name,real_label,prob
7jr7_E_F_B_ag>6n1w_Q_R_c_ab,0,0.136907143
7rfc_A_B_C_ag>7k8s_M_N_C_ab,0,0.13690119
7nxa_H_L_E_ag>6fn1_C_B_A_ab,0,0.136892262
2arj_H_L_Q_ag>7coe_H_L_A_ab,0,0.136885317
6iap_E_D_A_ag>6b7z_E_F_B_ab,0,0.136878175
6chb_M_N_F_ag>4pp2_D_C_E_ab,0,0.136868254
4gxu_W_X_K_ag>6bf4_B_C_A_ab,0,0.136863095
6nmr_H_L_S_ag>4fqk_E_F_C_ab,0,0.136860714
7v26_a_b_A_ag>6al0_H_L_A_ab,0,0.136859524
4jhw_H_L_F_ag>3skj_H_L_E_ab,0,0.13685
6wvz_H_L_M_ag>4k3j_H_L_B_ab,0,0.13685
2ny7_H_L_G_ag>2ny7_H_L_G_ab,1,0.136843615
4i18_A_B_R_ag>7cn2_K_k_C_ab,0,0.136841667
5wob_W_X_H_ag>7k9j_J_N_C_ab,0,0.136840476
4lbe_A_B_C_ag>6k5d_C_D_A_ab,0,0.136833333
3j8w_F_J_D_ag>3rhw_H_L_A_ab,0,0.136825
5tlk_D_C_X_ag>5tlk_D_C_X_ab,1,0.136813492
7jks_H_L_G_ag>7jks_H_L_G_ab,1,0.1368125
4fqk_E_F_C_ag>6xlq_H_I_G_ab,0,0.136809127
3eoa_B_A_J_ag>4jr9_H_L_A_ab,0,0.136808333
5bv7_C_B_A_ag>5d72_M_N_B_ab,0,0.136807143
5dur_H_L_C_ag>7k8m_A_B_E_ab,0,0.1368
6bpe_H_I_G_ag>3o2d_H_L_A_ab,0,0.13679881
5w08_O_P_E_ag>7a69_C_B_A_ab,0,0.136794643
6t9d_H_L_C_ag>7t3d_H_L_B_ab,0,0.136788095
5dur_B_D_A_ag>5c8j_A_B_I_ab,0,0.136785204
6b0g_D_C_E_ag>6zdg_B_C_A_ab,0,0.136784127
4fqr_m_n_M_ag>5occ_H_L_A_ab,0,0.136779762
7nd4_F_G_B_ag>5vl3_A_B_R_ab,0,0.13677619
1dee_D_C_G_ag>5vic_H_L_E_ab,0,0.136776056
5nj6_H_L_A_ag>7lss_H_L_B_ab,0,0.136775
6vzi_H_L_G_ag>6u9s_A_B_C_ab,0,0.13677381
1oaz_H_L_A_ag>6xc3_B_A_C_ab,0,0.136736905
5ush_H_L_X_ag>6crq_D_E_A_ab,0,0.136734524
6phb_B_A_E_ag>6apd_K_M_B_ab,0,0.136732143
6iec_J_K_I_ag>6feq_D_C_B_ab,0,0.136731548
4zso_D_C_F_ag>7c88_H_L_M_ab,0,0.136730952
3hi1_B_A_J_ag>3cxh_U_V_P_ab,0,0.136718452
1fe8_I_M_B_ag>4rrp_I_C_O_ab,0,0.13670119
3w13_C_D_E_ag>3qum_D_C_Q_ab,0,0.13670119
3ri5_G_K_C_ag>4zpv_A_B_S_ab,0,0.136700595
3u7y_H_L_G_ag>6cbv_H_L_B_ab,0,0.136697619
3j8w_H_L_E_ag>6urm_D_E_C_ab,0,0.136691667
6oc3_A_B_F_ag>6gv1_H_L_A_ab,0,0.136683333
7v3h_G_H_A_ag>7v3h_G_H_A_ab,1,0.136676786
6dc3_H_L_F_ag>7mhy_O_P_A_ab,0,0.136676786
7nd7_F_G_B_ag>6woq_C_D_F_ab,0,0.136671825
7l7e_E_F_G_ag>3ri5_G_K_C_ab,0,0.136668913
7ps0_B_C_A_ag>6mpg_8_7_2_ab,0,0.136668651
7niv_C_B_A_ag>7m74_H_L_A_ab,0,0.136658333
4ut6_H_L_A_ag>6iw0_H_L_A_ab,0,0.136655952
6fla_H_L_I_ag>7llk_C_D_A_ab,0,0.136655556
5f9o_H_L_G_ag>7a6f_C_B_A_ab,0,0.13665
6niu_M_N_E_ag>1e6j_H_L_P_ab,0,0.136646807
4fqr_e_f_E_ag>7lok_K_J_A_ab,0,0.136646429
5w9h_E_F_D_ag>5a3i_C_D_A_ab,0,0.136645833
6xcj_H_L_G_ag>7e7y_A_B_R_ab,0,0.136640476
3nfp_A_B_K_ag>4y5v_A_B_C_ab,0,0.13663631
6ce0_D_E_B_ag>5ush_D_E_A_ab,0,0.136635714
7k9z_H_L_E_ag>5o14_H_L_A_ab,0,0.136631481
6t9d_A_B_D_ag>6zfo_B_C_A_ab,0,0.136622619
4edw_H_L_V_ag>6mwv_O_P_N_ab,0,0.1366163
7lxz_E_D_A_ag>7d85_E_F_D_ab,0,0.136608333
5vig_A_B_G_ag>4y5v_A_B_C_ab,0,0.136602976
7lf0_K_L_N_ag>4edw_H_L_V_ab,0,0.1366
7nxa_H_L_E_ag>5x8l_J_O_E_ab,0,0.136591667
7niu_C_B_A_ag>6ss6_I_M_B_ab,0,0.136584524
3j8w_F_J_D_ag>6xq4_E_F_D_ab,0,0.136581746
5w23_H_L_C_ag>1fbi_Q_P_Y_ab,0,0.136580952
6bfq_H_L_K_ag>7ora_H_L_C_ab,0,0.136578571
6pz8_C_G_J_ag>4rfo_H_L_G_ab,0,0.13656369
7k90_M_N_A_ag>5zxv_H_L_A_ab,0,0.1365625
4zso_D_C_F_ag>6mwx_G_H_F_ab,0,0.136561508
7mly_G_J_B_ag>5bv7_C_B_A_ab,0,0.136556944
7r8l_H_L_E_ag>5xwd_H_D_A_ab,0,0.136554365
6weq_E_F_A_ag>5t5n_O_N_D_ab,0,0.136554167
6mek_I_G_A_ag>6ck9_D_E_B_ab,0,0.136540476
4jzj_A_B_D_ag>5wux_C_D_G_ab,0,0.136538095
6ieb_E_F_B_ag>6ddv_B_A_C_ab,0,0.136534524
6tys_C_D_B_ag>5w6g_H_L_A_ab,0,0.136528571
7s13_H_L_D_ag>4j4p_H_L_A_ab,0,0.136527381
5d93_C_B_A_ag>3s37_H_L_X_ab,0,0.13652381
6nf2_E_F_G_ag>4rdq_G_F_E_ab,0,0.136520238
7dk2_A_B_C_ag>5cd5_C_D_A_ab,0,0.136520238
7e3b_B_C_A_ag>4z7q_E_F_C_ab,0,0.136520238
7ben_H_L_E_ag>4ybl_H_L_G_ab,0,0.136511905
6zh9_H_L_E_ag>5wob_W_X_H_ab,0,0.136511395
5jz7_G_I_F_ag>3opz_H_L_A_ab,0,0.136510317
7f7e_C_L_E_ag>7si0_K_L_H_ab,0,0.136497917
4hg4_V_W_G_ag>4ttd_H_L_A_ab,0,0.136491667
6k5d_E_F_B_ag>3v6o_C_E_A_ab,0,0.136483333
7shu_E_F_B_ag>7cdi_H_L_E_ab,0,0.136480556
5x0t_A_B_E_ag>3o2d_H_L_A_ab,0,0.13647381
7lab_Y_X_B_ag>5dur_B_D_A_ab,0,0.136472222
7a6e_C_B_A_ag>5tlk_B_A_X_ab,0,0.136465476
7so9_C_B_A_ag>2ybr_D_E_F_ab,0,0.136464286
7cn2_J_j_B_ag>6p3s_V_W_X_ab,0,0.136453571
7rxc_H_L_B_ag>6ofi_H_L_G_ab,0,0.136451786
6e63_B_C_A_ag>2vxt_H_L_I_ab,0,0.136442101
6oge_C_B_A_ag>7cwn_E_D_B_ab,0,0.136433333
7kgv_C_E_B_ag>7l5j_Y_X_A_ab,0,0.136433333
6x87_G_H_X_ag>4iof_E_F_B_ab,0,0.136430754
5sx5_J_K_M_ag>7faf_g_f_B_ab,0,0.136429167
5hhv_H_L_A_ag>7cah_E_D_A_ab,0,0.136428571
6cyf_F_E_B_ag>7faf_g_f_B_ab,0,0.136428571
7l7e_H_L_S_ag>7d85_B_C_A_ab,0,0.136425
7mtb_H_L_G_ag>7q9f_J_K_C_ab,0,0.136424567
7kde_M_N_E_ag>6bfq_E_F_J_ab,0,0.136412446
6lxj_M_N_D_ag>4ut9_J_N_D_ab,0,0.136405952
7czt_H_L_A_ag>6bp2_H_L_A_ab,0,0.136399405
6jht_E_D_C_ag>4ogx_H_L_A_ab,0,0.136392857
6nmr_H_L_S_ag>4ye4_H_L_G_ab,0,0.136391667
6b3s_C_D_B_ag>7kqh_C_D_A_ab,0,0.136390476
5tlk_D_C_X_ag>7coe_H_L_A_ab,0,0.136389007
3qum_H_L_P_ag>7dk7_c_d_B_ab,0,0.136380556
6mph_M_N_C_ag>4r0l_A_B_C_ab,0,0.136378571
7s13_I_M_C_ag>7beo_C_D_X_ab,0,0.136373214
5vqm_D_C_B_ag>5vqm_D_C_B_ab,1,0.136369048
6mhg_M_W_E_ag>6elu_E_F_D_ab,0,0.136366667
6rcu_E_D_A_ag>7lk4_F_E_P_ab,0,0.136366667
6e63_B_C_A_ag>3lh2_H_L_S_ab,0,0.136357738
5o6v_H_L_B_ag>6eti_D_C_B_ab,0,0.136342659
4iof_E_F_B_ag>6nf2_H_L_B_ab,0,0.1363375
7ly0_H_L_A_ag>5d1q_C_D_E_ab,0,0.136334091
3b2u_Q_R_P_ag>7e9b_H_L_C_ab,0,0.136333377
1n6q_H_L_B_ag>3bgf_H_L_S_ab,0,0.136333333
7li6_B_C_A_ag>7kqe_H_L_A_ab,0,0.136314286
5w2b_H_L_A_ag>5te4_H_L_G_ab,0,0.136313812
5c8j_E_F_J_ag>7cqd_H_L_A_ab,0,0.136311582
5nj6_H_L_A_ag>5n0a_H_L_A_ab,0,0.136310714
1g7j_B_A_C_ag>3zkm_H_L_A_ab,0,0.13630903
6ute_C_D_S_ag>7s6c_E_G_A_ab,0,0.136305952
5bk1_C_D_B_ag>7niu_C_B_A_ab,0,0.136291667
7phv_E_F_D_ag>4f15_B_C_A_ab,0,0.136282738
2qqn_H_L_A_ag>3u4e_A_B_J_ab,0,0.136278571
6j5f_H_L_A_ag>6j5f_H_L_A_ab,1,0.136277381
6veq_C_D_E_ag>5w1k_L_K_J_ab,0,0.136276706
6u0l_I_J_B_ag>7nx9_H_L_E_ab,0,0.13627381
7e3b_B_C_A_ag>5w9h_E_F_D_ab,0,0.136270833
5xf1_C_D_A_ag>5e94_B_A_G_ab,0,0.136269048
4al8_H_L_C_ag>7lab_T_S_A_ab,0,0.136266667
3qum_H_L_P_ag>4ps4_H_L_A_ab,0,0.136264484
7lok_K_J_A_ag>6fax_H_L_R_ab,0,0.136252381
7v3h_K_L_B_ag>6mej_A_B_C_ab,0,0.136252381
7ch5_H_L_R_ag>6t9d_A_B_D_ab,0,0.136251587
7lbe_H_G_A_ag>7cn2_J_j_B_ab,0,0.136235714
6wo4_H_L_E_ag>4xwo_W_X_T_ab,0,0.136221542
5nhr_H_L_C_ag>6h3t_H_L_A_ab,0,0.136213095
6j11_D_E_C_ag>6p3s_C_D_E_ab,0,0.136211111
2ht3_E_F_B_ag>6rlo_A_B_I_ab,0,0.136209921
1xgq_B_A_C_ag>7m6d_H_L_C_ab,0,0.136205357
6xc7_C_D_A_ag>7nwl_D_E_B_ab,0,0.136202381
6nms_H_L_S_ag>7l7e_C_D_b_ab,0,0.136195238
5tzt_H_L_C_ag>6nmt_B_A_C_ab,0,0.136194643
7k8x_E_G_A_ag>6n1w_m_n_2_ab,0,0.136194444
5n7w_A_B_Y_ag>2aeq_H_L_A_ab,0,0.136187037
7pry_C_D_I_ag>6bt3_B_A_N_ab,0,0.13618373
6mek_I_G_A_ag>6osy_C_D_B_ab,0,0.136182738
5jz7_C_D_A_ag>3tt3_H_L_A_ab,0,0.136177381
5vta_F_E_C_ag>7dk4_a_b_A_ab,0,0.136172619
7bua_J_K_C_ag>6ddm_B_A_C_ab,0,0.136171327
6nmr_H_L_S_ag>3jwo_H_L_A_ab,0,0.136170635
6eti_F_E_A_ag>7cak_E_D_A_ab,0,0.136166667
6jbt_H_L_F_ag>5w0k_H_L_A_ab,0,0.136165476
6lyn_H_L_D_ag>7s11_H_L_C_ab,0,0.136165278
4tnv_Y_g_T_ag>7djz_A_B_C_ab,0,0.136159524
1dee_D_C_G_ag>1oaz_H_L_A_ab,0,0.136158333
6pe9_C_D_G_ag>5kjr_H_L_G_ab,0,0.136145238
6opp_H_L_A_ag>7byr_H_L_B_ab,0,0.136143056
7qu1_A_B_C_ag>4bz1_H_L_A_ab,0,0.136135119
6u0l_P_Q_C_ag>5czx_C_D_B_ab,0,0.136133055
7e5s_U_Q_B_ag>3vi3_F_E_B_ab,0,0.136128378
4v1d_D_E_C_ag>7lok_M_L_C_ab,0,0.136127381
3wih_H_L_A_ag>6icf_H_L_A_ab,0,0.136125
7prz_H_L_E_ag>4mhj_W_V_S_ab,0,0.136110714
1g7i_B_A_C_ag>6pe9_H_L_V_ab,0,0.136109921
5ush_D_E_A_ag>4xnz_B_C_A_ab,0,0.136094643
6j6y_E_F_D_ag>6p3s_P_Q_R_ab,0,0.136091667
5xf1_C_D_A_ag>6xq2_F_E_D_ab,0,0.136090801
7lk4_F_E_P_ag>6t3j_F_G_J_ab,0,0.136090278
6chb_M_N_F_ag>7coe_H_L_A_ab,0,0.136070238
3wih_I_M_B_ag>7chf_H_L_R_ab,0,0.136068124
7ceb_C_D_B_ag>4uu9_H_L_D_ab,0,0.136065278
5vqm_D_C_B_ag>7q9k_D_E_B_ab,0,0.136053571
4jr9_H_L_A_ag>4jr9_H_L_A_ab,1,0.136051082
4ut9_J_N_D_ag>6hco_F_E_A_ab,0,0.136041667
5dum_H_L_A_ag>7dcx_E_H_K_ab,0,0.136017857
6ur5_A_B_C_ag>3p30_H_L_A_ab,0,0.136007143
6cwt_C_D_F_ag>7li8_B_C_A_ab,0,0.136003571
7li9_B_C_A_ag>7li9_B_C_A_ab,1,0.135989286
7lue_H_L_A_ag>7lue_H_L_A_ab,1,0.135986905
7ra8_C_D_B_ag>7qu1_A_B_C_ab,0,0.135983333
6eyo_H_L_A_ag>7ej5_J_N_C_ab,0,0.135982143
5jq6_H_L_A_ag>5jq6_H_L_A_ab,1,0.135978571
6wtv_B_C_A_ag>7si0_I_J_G_ab,0,0.135975
5ywo_R_Q_A_ag>4ogy_H_L_A_ab,0,0.13596746
5aco_G_J_C_ag>7kzz_D_C_A_ab,0,0.13595119
6xcj_H_L_G_ag>6h3u_I_M_A_ab,0,0.135932234
7kqi_A_C_B_ag>7lcn_H_L_C_ab,0,0.135929167
6ot1_A_C_O_ag>3wlw_H_L_B_ab,0,0.135908333
6p3s_V_W_X_ag>6p3s_V_W_X_ab,1,0.135907143
7dpm_J_K_L_ag>4l5f_H_L_E_ab,0,0.135904762
4r0l_A_B_C_ag>7czt_H_L_A_ab,0,0.135903571
6zdh_D_F_B_ag>3vi3_F_E_B_ab,0,0.135895833
4uu9_H_L_D_ag>7ahv_A_B_H_ab,0,0.135894643
1s78_D_C_A_ag>7bek_H_L_E_ab,0,0.135885714
7a69_C_B_A_ag>7lbf_H_G_A_ab,0,0.135872024
7msq_H_L_A_ag>4jb9_H_L_G_ab,0,0.135870833
7kmk_I_M_B_ag>7jtg_A_B_E_ab,0,0.135868452
5k9q_H_L_B_ag>6u0l_H_L_A_ab,0,0.135864286
6pe8_H_L_T_ag>6nmr_A_B_E_ab,0,0.1358625
6t3j_F_G_J_ag>1ahw_E_D_F_ab,0,0.135858333
3q1s_H_L_I_ag>7beo_H_L_R_ab,0,0.135857937
7ps7_H_L_R_ag>7ps7_H_L_R_ab,1,0.13585
6ot1_J_K_E_ag>7e8c_D_E_C_ab,0,0.13584881
6orp_J_K_I_ag>7cn2_K_k_C_ab,0,0.13584623
7kzz_D_C_A_ag>6ukj_H_L_A_ab,0,0.135842262
2jk5_A_B_C_ag>2htl_E_F_B_ab,0,0.135833333
5tlk_B_A_X_ag>6k0y_A_B_C_ab,0,0.135833333
7tn0_C_D_S_ag>5h37_G_H_A_ab,0,0.13582619
6xc7_H_L_A_ag>4g6j_H_L_A_ab,0,0.135821429
4zfg_H_L_A_ag>4yzf_G_H_B_ab,0,0.135816667
7cwn_E_D_B_ag>4ffv_H_L_A_ab,0,0.135816667
5occ_H_L_A_ag>4g7v_H_L_S_ab,0,0.135815476
4jr9_H_L_A_ag>7v26_c_d_C_ab,0,0.135804167
4i2x_B_A_E_ag>4i2x_B_A_E_ab,1,0.1358
5ukr_H_L_G_ag>5ukr_H_L_G_ab,1,0.135791667
5tzt_H_L_C_ag>6ddm_B_A_C_ab,0,0.135788095
3t2n_H_L_A_ag>4qhu_H_L_C_ab,0,0.135780357
4ogx_H_L_A_ag>3p11_H_L_A_ab,0,0.135778571
6x87_E_F_X_ag>6w16_H_L_F_ab,0,0.135775
6c6z_H_L_B_ag>6j5f_H_L_A_ab,0,0.13577381
7kqi_A_C_B_ag>5tlj_D_C_X_ab,0,0.135771429
4yk4_C_B_A_ag>6wh9_H_I_A_ab,0,0.135767177
7tfo_H_L_A_ag>7c88_H_L_M_ab,0,0.135766667
6iec_J_K_I_ag>4jzj_A_B_D_ab,0,0.135757341
6cyf_U_T_Q_ag>5a8h_R_Q_M_ab,0,0.13575
6rlo_C_D_J_ag>6iw0_H_L_A_ab,0,0.135743277
6ck9_D_E_B_ag>5tlk_B_A_X_ab,0,0.135741667
1eo8_H_L_A_ag>2ltq_C_B_A_ab,0,0.135739881
7s11_I_M_D_ag>6zfo_B_C_A_ab,0,0.13573631
7dcx_A_F_C_ag>2ypv_H_L_A_ab,0,0.135730556
6xq4_E_F_D_ag>2uzi_H_L_R_ab,0,0.135727976
5udc_H_L_F_ag>6cbv_H_L_B_ab,0,0.135724911
6ur5_G_H_D_ag>7m3n_H_L_A_ab,0,0.135717857
6lxj_E_F_B_ag>5tlk_H_G_Y_ab,0,0.1357
6ppg_B_A_G_ag>7mxe_R_W_J_ab,0,0.135695238
5w0k_E_F_C_ag>6bf7_E_F_B_ab,0,0.135686905
6xlq_B_C_A_ag>7czp_H_L_A_ab,0,0.135682143
4olx_H_L_G_ag>7sc1_M_N_B_ab,0,0.135681944
6usf_H_L_D_ag>7lab_T_S_A_ab,0,0.135678571
6t3f_H_L_F_ag>6lxj_M_N_D_ab,0,0.135669048
7lbe_F_E_A_ag>5nmv_H_L_K_ab,0,0.135666667
6glx_C_D_B_ag>4h88_H_L_A_ab,0,0.135664286
1xgr_B_A_C_ag>4jre_B_C_A_ab,0,0.135653571
7a0y_C_D_A_ag>4fqk_E_F_C_ab,0,0.135651587
7dk4_a_b_A_ag>5v8l_I_M_D_ab,0,0.135632937
6xlq_K_L_J_ag>6xlq_K_L_J_ab,1,0.135632143
4hg4_V_W_G_ag>3eo1_B_A_C_ab,0,0.135628319
6ot1_J_K_E_ag>4hc1_M_N_B_ab,0,0.13562381
6orp_J_K_I_ag>4k9e_H_L_C_ab,0,0.135608929
4hkx_A_B_E_ag>6oz3_H_L_G_ab,0,0.135603571
6fy1_H_L_G_ag>4j4p_H_L_A_ab,0,0.13559881
6wo3_H_L_E_ag>5w1m_B_A_R_ab,0,0.135580159
7qny_A_B_E_ag>6bfq_A_B_I_ab,0,0.135568254
5sx4_J_I_M_ag>7pqz_A_B_E_ab,0,0.135554167
7k8s_H_L_A_ag>6wo3_H_L_E_ab,0,0.135549747
6nnj_D_E_B_ag>3zkm_C_D_B_ab,0,0.135540589
6xq2_C_B_A_ag>4tsc_H_L_A_ab,0,0.135530952
3gi9_H_L_C_ag>5ug0_D_C_A_ab,0,0.135527891
6bp2_H_L_A_ag>3j8v_G_K_C_ab,0,0.135527778
7bep_A_B_E_ag>7cth_I_M_B_ab,0,0.135527778
7n8i_H_L_A_ag>6oe5_B_C_A_ab,0,0.135527778
3vi3_F_E_B_ag>7bnv_H_L_A_ab,0,0.13552619
4yc2_B_C_A_ag>7k7i_J_K_B_ab,0,0.135524405
4zpv_A_B_S_ag>7k9h_I_M_C_ab,0,0.135524077
7jx3_C_D_R_ag>7s11_J_N_E_ab,0,0.13552381
6opp_G_I_D_ag>4ps4_H_L_A_ab,0,0.135521916
5occ_H_L_A_ag>4krp_D_C_A_ab,0,0.135518452
5ggv_H_L_Y_ag>6xpz_E_F_D_ab,0,0.135514286
6urh_H_L_C_ag>2vwe_L_J_B_ab,0,0.135497619
7kzb_H_L_C_ag>6wjl_H_L_G_ab,0,0.135486905
5zxv_H_L_A_ag>6fla_H_L_I_ab,0,0.135483333
6mwv_K_L_J_ag>6xlq_K_L_J_ab,0,0.135478175
6b0g_D_C_E_ag>5o1r_I_M_B_ab,0,0.135466071
7kfh_G_J_A_ag>6al0_H_L_A_ab,0,0.135465079
6q0o_Z_B_A_ag>7a65_C_B_A_ab,0,0.135457143
7rkv_E_F_A_ag>4jhw_H_L_F_ab,0,0.135455952
7e3b_B_C_A_ag>4kvn_H_L_A_ab,0,0.135452976
5nj6_H_L_A_ag>3jwo_H_L_A_ab,0,0.135450563
5wux_H_L_E_ag>5vig_A_B_G_ab,0,0.135449405
5jxe_G_F_A_ag>5mhr_I_H_B_ab,0,0.135444048
6o3b_G_E_H_ag>4krp_D_C_A_ab,0,0.135441667
7shy_C_D_A_ag>5fhc_H_L_K_ab,0,0.135434524
7l2c_C_D_B_ag>4gxu_W_X_K_ab,0,0.135429762
5hdb_H_L_A_ag>7cyh_E_D_A_ab,0,0.135417529
6wjl_H_L_G_ag>7cth_I_M_B_ab,0,0.135417063
7e5r_L_H_A_ag>7shy_K_L_H_ab,0,0.135416667
2r56_I_M_B_ag>3ab0_E_F_D_ab,0,0.135410119
7f7e_C_L_E_ag>5o4g_B_A_C_ab,0,0.135399405
6ddv_B_A_C_ag>5hi3_C_D_A_ab,0,0.13539881
4xwo_W_X_T_ag>5th9_J_N_C_ab,0,0.135395238
7mlv_H_I_C_ag>6e63_H_L_P_ab,0,0.135392857
4g80_C_D_J_ag>5nj6_H_L_A_ab,0,0.135392563
7lg6_H_L_A_ag>6mwc_G_H_F_ab,0,0.135388786
5uoe_V_W_E_ag>7chh_D_E_A_ab,0,0.135388095
7ks9_H_L_B_ag>7mn8_D_C_B_ab,0,0.135377976
5wb9_H_L_G_ag>5j13_C_B_A_ab,0,0.135377778
6mi2_A_B_C_ag>7nd6_H_L_B_ab,0,0.135375
5esv_A_B_E_ag>5esv_A_B_E_ab,1,0.135364286
7r8o_M_N_E_ag>6h3t_H_L_A_ab,0,0.13535
2vxt_H_L_I_ag>5nuz_H_L_D_ab,0,0.135347024
3iu3_C_D_J_ag>7q6e_J_K_C_ab,0,0.135347024
2zjs_H_L_Y_ag>7klc_H_L_A_ab,0,0.135328571
4oqt_H_L_A_ag>5occ_H_L_A_ab,0,0.135310714
6xq2_F_E_D_ag>5d1q_C_D_E_ab,0,0.135303968
6iw2_B_C_A_ag>7li9_B_C_A_ab,0,0.135300794
7nd8_H_L_B_ag>4uao_C_B_A_ab,0,0.135292793
6nmu_B_A_C_ag>3t3p_E_F_C_ab,0,0.135283333
6pzw_F_E_C_ag>6pzw_F_E_C_ab,1,0.13527619
4ydj_H_L_G_ag>6y90_H_L_A_ab,0,0.135269048
6eyo_I_M_B_ag>5vqm_H_L_A_ab,0,0.135266667
3u4e_A_B_J_ag>7cwu_N_G_B_ab,0,0.135257143
6mvl_H_L_A_ag>7np1_H_L_A_ab,0,0.13523631
6wty_B_C_A_ag>7e7y_C_D_E_ab,0,0.135232143
6pis_H_L_B_ag>7beo_H_L_R_ab,0,0.135229167
7n8i_H_L_A_ag>6p4b_B_A_D_ab,0,0.135219643
5w23_H_L_C_ag>7n3i_H_L_C_ab,0,0.135219444
6mi2_A_B_C_ag>6xc4_H_L_A_ab,0,0.135216667
7rkv_E_F_A_ag>5w9o_B_C_A_ab,0,0.135216667
6iap_E_D_A_ag>4k3j_H_L_B_ab,0,0.135208333
7tat_H_L_A_ag>5w4l_B_C_A_ab,0,0.135208333
6woq_C_D_F_ag>7lfa_H_L_C_ab,0,0.135205952
4rrp_G_A_M_ag>7mzl_H_L_A_ab,0,0.135203205
6ppg_B_A_G_ag>3bsz_N_M_E_ab,0,0.135195346
6mdt_D_E_B_ag>7bep_H_L_E_ab,0,0.135190314
7rah_B_A_E_ag>2vdp_H_L_A_ab,0,0.135189683
5x8l_H_M_C_ag>6ukj_H_L_A_ab,0,0.135186905
6zlr_F_G_D_ag>7kqb_K_J_C_ab,0,0.135179426
5te4_H_L_G_ag>7kxk_I_M_B_ab,0,0.135177976
6apd_K_M_B_ag>5mi0_B_C_A_ab,0,0.135175794
2r56_H_L_A_ag>7a0x_E_F_B_ab,0,0.135168651
6ii8_G_I_A_ag>7d85_E_F_D_ab,0,0.135166667
7k9j_J_N_C_ag>6mb3_A_K_E_ab,0,0.135166667
7jtg_A_B_E_ag>4xpf_H_L_A_ab,0,0.135164087
7kf0_A_B_C_ag>6xlq_E_F_D_ab,0,0.135147222
7k8x_E_G_A_ag>6vca_E_F_A_ab,0,0.135143254
4ut9_J_N_D_ag>7ly9_A_M_K_ab,0,0.135139286
6o3a_B_A_E_ag>3v6o_C_E_A_ab,0,0.135125
7niv_C_B_A_ag>3kj4_C_B_D_ab,0,0.135123647
4qnp_H_L_B_ag>7cm4_H_L_A_ab,0,0.135119048
7l2c_H_L_A_ag>1yy9_D_C_A_ab,0,0.135111905
5d1z_G_H_J_ag>5c8j_C_D_L_ab,0,0.135111111
4ybl_H_L_G_ag>6nb4_H_L_A_ab,0,0.135109524
7lg6_H_L_A_ag>5th9_J_N_C_ab,0,0.135104167
6ieb_E_F_B_ag>6ieb_E_F_B_ab,1,0.135102273
4u1g_B_C_A_ag>3mac_H_L_A_ab,0,0.135101389
7m6g_R_S_B_ag>3qum_K_M_Q_ab,0,0.1351
2r29_H_L_A_ag>7qny_A_B_E_ab,0,0.135099603
6xc4_H_L_A_ag>4uao_C_B_A_ab,0,0.135094643
3mj9_H_L_A_ag>4pp2_D_C_E_ab,0,0.135084524
6de7_D_E_B_ag>3ab0_E_F_D_ab,0,0.135083333
7czp_H_L_A_ag>2qql_H_L_A_ab,0,0.135082738
3whe_3_4_I_ag>2r9h_C_D_A_ab,0,0.13507619
1z3g_I_M_B_ag>6osy_H_L_A_ab,0,0.135053657
7beh_H_L_E_ag>6ocb_H_L_A_ab,0,0.135043452
7phw_E_F_D_ag>7dpm_G_H_I_ab,0,0.135036905
7lq7_P_Q_A_ag>4yxl_H_L_A_ab,0,0.135034524
7qnw_A_B_E_ag>7phu_B_C_A_ab,0,0.135034524
4fqj_H_L_A_ag>2vwe_E_C_A_ab,0,0.135033333
7m7b_H_L_A_ag>6iec_J_K_I_ab,0,0.135032143
7si0_C_D_A_ag>7v26_c_d_C_ab,0,0.135020635
5te7_H_L_G_ag>7m6d_H_L_C_ab,0,0.135005952
4lmq_H_L_D_ag>3mac_H_L_A_ab,0,0.13500119
7wd9_G_H_C_ag>6i9i_H_L_D_ab,0,0.135000595
6rlo_E_F_K_ag>5xj4_H_L_A_ab,0,0.134994625
7f7e_C_L_E_ag>4xtr_E_F_A_ab,0,0.134970238
5te4_H_L_G_ag>7nd4_F_G_B_ab,0,0.134967857
7a0w_C_D_A_ag>7d5z_D_C_A_ab,0,0.134967857
7ll2_I_J_C_ag>7nwl_D_E_B_ab,0,0.134966667
5h37_K_L_B_ag>4od2_B_A_S_ab,0,0.134964286
7k8s_M_N_C_ag>5ywo_R_Q_A_ab,0,0.134959524
7kmg_A_B_C_ag>6wo3_H_L_E_ab,0,0.134958081
1adq_H_L_A_ag>5f96_H_L_G_ab,0,0.134945833
5uty_D_E_B_ag>4ut9_J_N_D_ab,0,0.134933333
5w1m_B_A_R_ag>1orq_B_A_C_ab,0,0.134930159
7n8i_H_L_A_ag>6yor_B_C_A_ab,0,0.134923214
7ly9_B_C_G_ag>6wpt_D_E_A_ab,0,0.134911905
6wzt_G_F_C_ag>4y5v_D_E_F_ab,0,0.134910714
7beh_H_L_E_ag>4y5v_A_B_C_ab,0,0.134907143
7mtb_H_L_G_ag>1jps_H_L_T_ab,0,0.134905952
4rau_K_J_L_ag>6wpt_D_E_A_ab,0,0.134900595
6w09_J_N_F_ag>6w09_J_N_F_ab,1,0.1349
5usl_H_L_X_ag>6xlq_H_I_G_ab,0,0.134890287
7k9k_H_L_A_ag>6cuf_8_7_2_ab,0,0.134888889
